RowType,InstanceId,ComponentType,ComponentName,RELevel,CertificationLevel,ShipClass,Source,Ownership,Armor,Hitpoints,Mass,ReactorEnergyDrain,ReactorGenerationRate,PitchRateMax,YawRateMax,RollRateMax,EngineTopSpeed,FrontShieldHP,BackShieldHP,ShieldRechargeRate,CapacitorEnergy,CapacitorRechargeRate,BoosterEnergy,BoosterRechargeRate,BoosterEnergyConsumption,BoosterAcceleration,TopBoosterSpeed,DroidCommandSpeed,DamageMin,DamageMax,VsShields,VsArmor,EnergyPerShot,RefireRate,Payload
Part,pmr9kv1df1ubjl,Armor,PROTOTYPE ARMOR,,1,,Crafted,Observed,250,250,1500,,,,,,,,,,,,,,,,,,,,,,,,
Part,pmr9kv40n1vu5d,Armor,PROTOTYPE ARMOR,,1,,Crafted,Observed,250,250,1500,,,,,,,,,,,,,,,,,,,,,,,,
Part,pmr9kvjzh1wmdh,Capacitor,PROTOTYPE CAPACITOR,,1,,Crafted,Observed,100,200,1500,2000,,,,,,,,,500,20,,,,,,,,,,,,,
Part,pmr9kw0sp1x8cd,Weapon,PROTOTYPE WEAPON,,1,,Crafted,Observed,100,200,1500,2000,,,,,,,,,,,,,,,,,330,420,0.5,0.5,17,0.34,
Part,pmrqhvrjx0o4q,Main Reactor,SOBAAN INDUSTRIES AURORA CLASS MKYVI REACTOR,6,6,,REed,Observed,649.9,649.9,8813.3,,26847,,,,,,,,,,,,,,,,,,,,,,
Part,pmr9kwus21z6yq,Engine,-PROGENITOR- MANDALMOTORS MKIV HO STARDRIVE (MAX TS),,7,,Crafted,Observed,219.6,438.4,16203.8,2027.9,,72.2,72.2,70.5,107,,,,,,,,,,,,,,,,,,
Part,pmr9kylgu20ewz,Shield,GRIMTECH IY DEFLECTORMAX SHIELD GENERATOR,,7,,Crafted,Observed,435.9,872.1,16639.4,3061.5,,,,,,1957.5,1957.5,11.46,,,,,,,,,,,,,,,
Part,pmr9kyx5f21dhh,Armor,SubPro Improved Standard Durasteel,5,5,,Looted,Observed,686.1,686.1,6665,,,,,,,,,,,,,,,,,,,,,,,,
Part,pmrqvaa6uf207,Capacitor,DEEPWELL PROTOTYPE GAMMA MKY (RECHARGE)(-51-),,5,,Crafted,Observed,147.4,294.6,6635,1665.5,,,,,,,,,1140.3,54.6,,,,,,,,,,,,,
Part,pmr9l0n3r23e6t,Booster,NOYALDEX HYPERNOYA STARSHIP BODSTER,4,4,,REed,Observed,349.8,349.8,3023.8,432,,,,,,,,,,,2059.2,51.5,144.3,37.8,26.1,,,,,,,,
Part,pmr9l3ton2415m,Weapon,-PROGENITOR- MKVIII HAYOC EXPIRIMENTAL BORSTEL (PERFECT EPS),,8,,Crafted,Observed,686.9,687.6,23830.9,1731.1,,,,,,,,,,,,,,,,,2288.4,3552.1,0.67,0.67,7,0.42,
Part,pmr9l3x8125jbg,Weapon,-PROGENITOR- MKVIII HAYOC EXPIRIMENTAL BORSTEL (PERFECT EPS),,8,,Crafted,Observed,686.9,687.6,23830.9,1731.1,,,,,,,,,,,,,,,,,2288.4,3552.1,0.67,0.67,7,0.41,
Part,pmr9l48cl2625b,Weapon,-LOKI- ADVANCED BLASTER (GREEN),,7,,Crafted,Observed,452.5,905.3,14476.5,2395.2,,,,,,,,,,,,,,,,,1438.7,2927,0.69,0.69,21.9,0.35,
Part,pmr9l548g27svh,Main Reactor,PROTOTYPE REACTOR,,1,,Crafted,Observed,100,200,1500,,8000,,,,,,,,,,,,,,,,,,,,,,
Part,pmr9l9j2s281v8,Weapon,Corellian Beamrail Gauss Cannon,10,10,Fighter,Looted,Observed,687.3,687.3,65998,2362.6,,,,,,,,,,,,,,,,,2379.5,3949.9,0.753,0.498,32,0.423,
Part,pmr9lar7t29r3h,Main Reactor,"Sienar Design Systems ""Secret Ops"" Reactor",10,10,Fighter,Looted,Observed,1125.1,1125.1,38149.7,,27853.6,,,,,,,,,,,,,,,,,,,,,,
Part,pmrax1d8j0bwk,Shield,Taim Torton Heavy Shield,10,10,Fighter,Looted,Observed,683.4,683.4,95186.5,3990.3,,,,,,3316.8,2418.4,15.49,,,,,,,,,,,,,,,
Part,pmrcng5ae08ns,Weapon,ArMek SW-7a Ion Cannon,8,8,,Looted,Observed,526.9,526.9,26678.3,2224.5,,,,,,,,,,,,,,,,,2120.6,2824.7,0.643,0.645,32,0.44,
Part,pmrcnh0lx1f5j,Weapon,MandalMotors Heavy Annihilator,8,8,,Looted,Observed,590.1,590.1,32192.6,2481.6,,,,,,,,,,,,,,,,,1924.9,2928.3,0.635,0.643,32.7,0.421,
Part,pmrcnhshp2hqg,Weapon,Taim & Bak KX8 Laser Cannon,7,7,,Looted,Observed,389.4,389.4,16257.1,2294.3,,,,,,,,,,,,,,,,,1632,2449.6,0.613,0.47,25.6,0.336,
Part,pmri4710qz1lb,Shield,"Mon Calamari Deluxe ""Ion-Web B"" Deflector Shields",3,3,,Looted,Observed,172.6,172.6,2479.8,2303.5,,,,,,555.2,576.7,4.34,,,,,,,,,,,,,,,
Part,pmrcnjzn14rlg,Capacitor,"SubPro ""Dauntless"" Z3 Capacitor",8,8,,Looted,Observed,692.2,692.2,31796.2,1035.8,,,,,,,,,1092.5,36.3,,,,,,,,,,,,,
Part,pmrcnlera5jj9,Shield,Armek Plasma Shell S3 Shield Generator,5,4,,Looted,Observed,325.4,325.4,6893.1,2892.8,,,,,,804.9,774.4,5.73,,,,,,,,,,,,,,,
Part,pmrcnlycu65ej,Booster,Koensayr Charged Advanced Booster,8,8,,Looted,Observed,656.8,656.8,22826.6,657.5,,,,,,,,,,,1996.5,51.7,197.2,39.6,30.9,,,,,,,,
Part,pmrcnmh0y72bd,Main Reactor,Mon Calamari Overdriver S2 Reactor,6,6,,Looted,Observed,535.7,535.7,11798.1,,20995.2,,,,,,,,,,,,,,,,,,,,,,
Part,pmrcnn6tf8khh,Main Reactor,"Watto's ""Sunray"" Mark III Reactor",4,4,,Looted,Observed,273,273,4168.7,,15360.2,,,,,,,,,,,,,,,,,,,,,,
Part,pmrcoccpu94u6,Shield,Sienar Fleet Systems Limited Advanced Shields,6,6,,Looted,Observed,391.1,391.1,10475,3023.6,,,,,,704.1,1202.7,8.54,,,,,,,,,,,,,,,
Part,pmrcr8vjj0on5,Shield,Susto's Incom Rayshield Z5,6,6,,REed,Observed,491.9,491.9,9284.3,1726.4,,,,,,1766.3,1766.3,11.49,,,,,,,,,,,,,,,
Part,pmrcrlhtg1t7w,Shield,Sienar Fleet Systems Limited Advanced Shields,6,6,,Looted,Observed,394,394,10812.1,3050.8,,,,,,1104.7,1047.8,9.28,,,,,,,,,,,,,,,
Part,pmrcrm5fj2rvs,Shield,Armek Plasma Shell S6 Shield Generator,6,6,,Looted,Observed,534.1,534.1,15813.2,3306.5,,,,,,762.2,1094,8.55,,,,,,,,,,,,,,,
Part,pmrd3bty808de,Main Reactor,MandalMotors DXR-6 Reactor,8,6,,Looted,Observed,746.1,746.1,36584.8,,27435.8,,,,,,,,,,,,,,,,,,,,,,
Part,pmrd3cc3h1dnq,Main Reactor,MandalMotors DXR-6 Reactor,8,6,,Looted,Observed,717.9,717.9,34406,,28129.1,,,,,,,,,,,,,,,,,,,,,,
Part,pmrd3cxmu2nob,Engine,Incom Heavy Fusialthrust,5,5,,Looted,Observed,307.6,307.6,7568.4,1757.2,,47.7,52.3,51.1,60,,,,,,,,,,,,,,,,,,
Part,pmrd3dic23lrf,Engine,Kuat Systems Engineering A-7X Engines,5,5,,Looted,Observed,304.3,304.3,6716.2,1836.1,,50.9,50.6,51.9,53.5,,,,,,,,,,,,,,,,,,
Part,pmrd3ell54r8y,Weapon,SubPro Modified Tri-Cannon,4,4,,Looted,Observed,223.5,223.5,4053.8,2220.7,,,,,,,,,,,,,,,,,759.9,922.2,0.61,0.619,26.4,0.411,
Part,pmrd3fysk52qg,Shield,(Unknown) Proton Projector Shield,2,2,,Looted,Observed,89.9,89.9,2092.6,2558.4,,,,,,234.8,261,2.21,,,,,,,,,,,,,,,
Part,pmre5zkej8fp2,Armor,Koensayr Special Supreme Durasteel,8,8,,Looted,Observed,1304.9,1304.9,20667.4,,,,,,,,,,,,,,,,,,,,,,,,
Part,pmre5zkej9tz8,Armor,MandalMotors Reinforced Advanced Composite,8,8,,Looted,Observed,1720.7,1720.7,21397,,,,,,,,,,,,,,,,,,,,,,,,
Part,pmre5zkejaxk2,Engine,Mon Calamari Charged Standard Engine,4,4,,Looted,Observed,213,213,3894.5,1660.3,,59.7,62.5,62.3,60.9,,,,,,,,,,,,,,,,,,
Part,pmre5zkekbbca,Booster,Surronian Accelerator Mark I,6,6,,Looted,Observed,479.1,479.1,10031.5,473,,,,,,,,,,,1815,42.4,177.9,36.8,27.4,,,,,,,,
Part,pmre5zkekcwyu,Booster,Corellian Engineering Corp. TJH-3 Starship Boosters,1,1,,Looted,Observed,75.3,75.3,721.8,522.6,,,,,,,,,,,1000,24.4,96.6,20.3,14.9,,,,,,,,
Part,pmre5zkekda3x,Main Reactor,Kuat Systems Engineering Custom LX-11 Reactor,2,2,,Looted,Observed,108.7,108.7,2679.2,,10471.8,,,,,,,,,,,,,,,,,,,,,,
Part,pmre5zkekefjg,Shield,"Mon Calamari ""Ion-Web A"" Deflector Shields",1,1,,Looted,Observed,84.1,84.1,1318.1,2655,,,,,,186.3,219.4,1.56,,,,,,,,,,,,,,,
Part,pmre5zkekfjua,Shield,Kuat Systems Engineering Mark I Military Shield Generator,1,1,,Looted,Observed,74.8,74.8,1020.5,2381.1,,,,,,,216.8,1.66,,,,,,,,,,,,,,,
Part,pmrf404vcgme0,Shield,Koensayr Deflector Advanced,8,8,,Looted,Observed,586.1,586.1,37576.4,1039,,,,,,1638,1550.3,13.34,,,,,,,,,,,,,,,
Part,pmrf42u7ghwat,Main Reactor,"-IFY- MANDALMOTORS FUSION REACTOR (NO SUBS, 83% Mass, 61% Gen)",,9,Fighter,Crafted,Observed,515,1026.9,18441.2,,22477.2,,,,,,,,,,,,,,,,,,,,,,
Part,pmrf44nwpidn7,Engine,-IFY- EXPERIMENTAL STARFIGHTER ENGINE,,9,Fighter,Crafted,Observed,,1032.1,25091,1910.7,,63.1,63.1,57.3,117,,,,,,,,,,,,,,,,,,
Part,pmrf45nv4jz2x,Armor,-IFY- MANDALMOTORS ARMOR PLATING (POOR MAN A7,,7,,Crafted,Observed,1613.5,902.5,6677.3,,,,,,,,,,,,,,,,,,,,,,,,
Part,pmrf4b4c5ktnx,Weapon,-LETS- SUN DISSOLVING TOOL X,10,10,Fighter,REed,Observed,876.4,876.4,31318.2,1363,,,,,,,,,,,,,,,,,3437.8,5787.6,0.88,0.88,21.9,0.344,
Part,pmrf4dhuulq5x,Engine,-LETS- SINGULARITY ROCKET CONUNDRUM V1,6,6,,REed,Observed,432.5,432.5,6930.2,1128.7,,73.2,735.7,76,103.6,,,,,,,,,,,,,,,,,,
Part,pmrfj1o9smt6v,Booster,"Koensayr ""Racer"" Mark I Booster",5,5,,Looted,Observed,326.6,326.6,6750,520,,,,,,,,,,,1209.9,28.7,124.7,24.8,18.8,,,,,,,,
Part,pmrfj1o9sndzt,Armor,Sienar Enhanced Plastisteel Armor,1,1,,Looted,Observed,195.3,195.3,895.2,,,,,,,,,,,,,,,,,,,,,,,,
Part,pmrfj1o9soqhk,Shield,Koensayr Deflector Shield M2,3,3,,Looted,Observed,175.8,175.8,3191.5,2270.4,,,,,,449.5,499.8,3.72,,,,,,,,,,,,,,,
Part,pmrfj1o9spey4,Booster,"Incom Deluxe ""Fynock"" Boosters",8,8,,Looted,Observed,691.7,691.7,23702.7,662.1,,,,,,,,,,,1996.6,49,179.2,40.3,30.3,,,,,,,,
Part,pmrfj1o9sqb7v,Weapon,Corellian 1D Servo Turrets,7,7,,Looted,Observed,487.5,487.5,19147.4,2182.1,,,,,,,,,,,,,,,,,1541,2756.6,0.51,0.472,26.9,0.344,
Part,pmrfj1o9srdsj,Main Reactor,"Slayn & Korpil ""Vortex"" Mk3 Reactor",7,7,,Looted,Observed,458.8,458.8,22069.7,,26166.8,,,,,,,,,,,,,,,,,,,,,,
Part,pmrfj1o9sstrc,Shield,Gallofree Defender Elite Shield Generator,10,10,Fighter,Looted,Observed,688.2,688.2,64620.9,4120.8,,,,,,2043,1965.3,14.72,,,,,,,,,,,,,,,
Part,pmrfj8b3gukfm,Droid Interface,MARK I DROID INTERFACE ~ND,,1,,Crafted,Observed,69.1,138,399.6,580.5,,,,,,,,,,,,,,,,27.1,,,,,,,
Part,pmri3jop2xpy1,Weapon,MandalMotors Light Blaster,1,1,,Looted,Observed,90,90,1199.9,2400,,,,,,,,,,,,,,,,,348,468,0.5,0.5,20.4,0.34,
Part,pmri43rdgyqrk,Shield,Kuat Systems Engineering Mark II Military Shield Generator,3,3,,Looted,Observed,172.8,172.8,2982.3,2489.2,,,,,,420.2,422.3,3.79,,,,,,,,,,,,,,,
Part,pmri48bq8101zn,Shield,"Mon Calamari Deluxe ""Ion-Web B"" Deflector Shields",3,3,,Looted,Observed,178.8,178.8,3232.4,3065.1,,,,,,529,585.2,3.23,,,,,,,,,,,,,,,
Part,pmri4vmqx1152g,Weapon,Mon Calamari Light Blaster,2,2,,Looted,Observed,90.3,90.3,1698.5,1848.7,,,,,,,,,,,,,,,,,378.9,496.8,0.639,0.63,22.5,0.411,
Part,pmri4xx9712vsi,Engine,Corellian Mark I Cruiser-Grade Starship Engines,1,1,,Looted,Observed,79.4,79.4,1058.5,1505.6,,46,46.4,42.2,39.7,,,,,,,,,,,,,,,,,,
Part,pmri4zn9k13alp,Engine,Surronian A2 Grade Engine,2,2,,Looted,Observed,103.4,103.4,1617,1613.5,,55.3,56.2,52.7,53.4,,,,,,,,,,,,,,,,,,
Part,pmri4zn9k14ijz,Engine,SoroSuub Tuned L-337 Ion Engine,2,2,,Looted,Observed,93.8,93.8,1569.2,1540.8,,56.4,57.5,57.5,60.7,,,,,,,,,,,,,,,,,,
Part,pmri56zqs15eq9,Weapon,Incom Advanced Blaster,6,6,,Looted,Observed,362.1,362.1,10230.5,2482.9,,,,,,,,,,,,,,,,,1162.7,2172.8,0.622,0.635,31.4,0.425,
Part,pmri59hc716lnk,Weapon,"Hoersch-Kessel ""Scorcher"" Cannon",4,4,,Looted,Observed,232.1,232.1,4431.3,2177.9,,,,,,,,,,,,,,,,,760.2,1132.9,0.608,0.623,25.3,0.438,
Part,pmri5a4z017aza,Weapon,"Hoersch-Kessel ""Scorcher Heavy""",7,7,,Looted,Observed,471.2,471.2,22982.8,2088.4,,,,,,,,,,,,,,,,,1524.8,2375.9,0.591,0.596,31.9,0.384,
Part,pmri5dtil18pyv,Shield,Kuat Systems Engineering Mark VI Deflector Shields,8,8,,Looted,Observed,554.5,554.5,36236.1,2861.4,,,,,,1314.1,1055,9.82,,,,,,,,,,,,,,,
Part,pmri5g1b4193m5,Shield,Koensayr Deflector Shield M2,3,3,,Looted,Observed,172,172,3053.9,2194.3,,,,,,553.1,416.2,3.92,,,,,,,,,,,,,,,
Part,pmri5hrwz1axvk,Booster,Kuat Systems Engineering BTI-3 Boosters,7,7,,Looted,Observed,463.2,463.2,13406.5,553.9,,,,,,,,,,,1330.9,32.1,140.5,26.4,19.9,,,,,,,,
Part,pmri5jh2m1bqcm,Booster,"MandalMotors ""M Series"" Booster",4,4,,Looted,Observed,336.4,336.4,3150.1,450,,,,,,,,,,,1980,49.5,198,36.3,25,,,,,,,,
Part,pmri5khn71c5r6,Booster,SoroSuub Mark IV Liberator Boosters,7,7,,Looted,Observed,466.6,466.6,14974.5,579.4,,,,,,,,,,,1331,32.5,128.7,27.1,20,,,,,,,,
Part,pmrietysj1d7vw,Weapon,GRIMTECH III BLASTER (GREEN),,5,,Crafted,Observed,307.5,614.2,5805.4,2269.3,,,,,,,,,,,,,,,,,1026.6,1883.4,0.68,0.68,21.1,0.351,
Part,pmrieugkm1eo0n,Shield,GRIMTECH III DEFLECTOR SHIELD GENERATOR,,5,,Crafted,Observed,296.4,592.8,6535.7,2848.9,,,,,,1218.2,1218.2,9.36,,,,,,,,,,,,,,,
Part,pmrif8tce1f6rl,Engine,A-TECH MARK 111 STARFIGHTER ENGINE,,5,,Crafted,Observed,297.9,595.9,6672,1752,,69.1,68.8,62.9,89,,,,,,,,,,,,,,,,,,
Part,pmshot0001,Shield,Mark I Shield Generator,,1,,Crafted,Observed,69.8,139.9,1071,2156.5,,,,,,323.9,323.9,1.53,,,,,,,,,,,,,,,
Part,pmshot0002,Shield,Mark I Shield Generator,,1,,Crafted,Observed,69.3,138.8,1078.1,2186.8,,,,,,200,200,2.32,,,,,,,,,,,,,,,
Part,pmshot0003,Shield,Mark II Deflector Shield Generator,,3,,Crafted,Observed,159.7,318.9,2688.6,2298,,,,,,429.7,429.7,5.96,,,,,,,,,,,,,,,
Part,pmshot0004,Shield,Mark II Deflector Shield Generator,,3,,Crafted,Observed,160.4,320.4,2677.5,2290.5,,,,,,744,744,3.52,,,,,,,,,,,,,,,
Part,pmshot0005,Shield,Mark III Deflector Shield Generator,,5,,Crafted,Observed,295.3,590.6,6688.6,2418.9,,,,,,805.4,803.1,11.4,,,,,,,,,,,,,,,
Part,pmshot0006,Shield,Mark III Deflector Shield Generator,,5,,Crafted,Observed,295,590,6694.2,2424.8,,,,,,1369.5,1369.5,6.48,,,,,,,,,,,,,,,
Part,pmshot0007,Shield,Mark IV Deflector Shield Generator,,7,,Crafted,Observed,428.8,857.9,16876.3,2572.7,,,,,,1095.2,1101.7,16.65,,,,,,,,,,,,,,,
Part,pmshot0008,Shield,Mark IV Deflector Shield Generator,,7,,Crafted,Observed,433.9,868,16707.5,2558.1,,,,,,2015.6,2015.6,9.55,,,,,,,,,,,,,,,
Part,pmshot0009,Shield,Mark V Deflector Shield Generator,,9,Fighter,Crafted,Observed,509.8,1018.7,41883.9,2685.3,,,,,,1358.1,1360,19.96,,,,,,,,,,,,,,,
Part,pmshot0010,Shield,Mark V Deflector Shield Generator,,9,Fighter,Crafted,Observed,510,1019,44843.1,2682.8,,,,,,2792.9,2792.9,13.65,,,,,,,,,,,,,,,
Part,pmshot0011,Engine,MandalMotors High Output Engine Prototype I,,1,,Crafted,Observed,35.2,70.7,1633.3,1763.5,,58.6,58.6,52.9,68,,,,,,,,,,,,,,,,,,
Part,pmshot0012,Engine,MandalMotors High Output Engine Prototype II,,3,,Crafted,Observed,80.9,161.4,3749.6,1861.7,,64.8,64.8,58.1,80,,,,,,,,,,,,,,,,,,
Part,pmshot0013,Engine,MandalMotors High Output Engine Prototype III,,5,,Crafted,Observed,149,297.6,6373.2,1939.6,,64.2,64.2,64.3,93,,,,,,,,,,,,,,,,,,
Part,pmshot0014,Engine,MandalMotors High Output Engine Prototype IV,,7,,Crafted,Observed,219.3,438,14855.3,2165,,59.2,59.2,59.2,109,,,,,,,,,,,,,,,,,,
Part,pmshot0015,Engine,MandalMotors High Output Engine Prototype V,,9,Fighter,Crafted,Observed,253.9,507.7,32089,2647.7,,60.3,60.3,60.3,125,,,,,,,,,,,,,,,,,,
Part,pmshot0016,Engine,MandalMotors High Output Engine Prototype V,,9,Fighter,Crafted,Observed,254.4,508.5,35816.8,2120.4,,80,80.6,74.2,95.8,,,,,,,,,,,,,,,,,,
Part,pmshot0017,Main Reactor,"Koensayr Reactor ""Star Synthesis"" Archetype E",,9,Fighter,Crafted,Observed,257.7,513.9,38640.9,,45551.7,,,,,,,,,,,,,,,,,,,,,,
Part,pmshot0018,Main Reactor,"Koensayr Reactor ""Star Synthesis"" Archetype D",,7,,Crafted,Observed,216.8,430.9,12930.6,,24677.6,,,,,,,,,,,,,,,,,,,,,,
Part,pmshot0019,Main Reactor,"Koensayr Reactor ""Star Synthesis"" Archetype A",,1,,Crafted,Observed,35.1,70.4,1113,,12622,,,,,,,,,,,,,,,,,,,,,,
Part,pmshot0020,Main Reactor,Mark I Fusion Reactor,,1,,Crafted,Observed,70.1,140.3,745,,11577.4,,,,,,,,,,,,,,,,,,,,,,
Part,pmshot0021,Main Reactor,Mark I Fusion Reactor,,1,,Crafted,Observed,70.1,140.2,1205,,12725,,,,,,,,,,,,,,,,,,,,,,
Part,pmshot0022,Main Reactor,Mark II Fusion Reactor,,3,,Crafted,Observed,161.1,321.4,3001.1,,13625,,,,,,,,,,,,,,,,,,,,,,
Part,pmshot0023,Main Reactor,Mark II Fusion Reactor,,3,,Crafted,Observed,161.2,321.4,2050.1,,12117.9,,,,,,,,,,,,,,,,,,,,,,
Part,pmshot0024,Main Reactor,Mark III Fusion Reactor,,5,,Crafted,Observed,295.3,588.5,4906,,12084.7,,,,,,,,,,,,,,,,,,,,,,
Part,pmshot0025,Main Reactor,Mark III Fusion Reactor,,5,,Crafted,Observed,296.4,591.8,7579.4,,14970,,,,,,,,,,,,,,,,,,,,,,
Part,pmshot0026,Main Reactor,Mark IV Fusion Reactor,,7,,Crafted,Observed,436,870.1,11589.5,,18085,,,,,,,,,,,,,,,,,,,,,,
Part,pmshot0027,Main Reactor,Mark IV Fusion Reactor,,7,,Crafted,Observed,432.9,862.1,4695.7,,15087.6,,,,,,,,,,,,,,,,,,,,,,
Part,pmshot0028,Main Reactor,Mark V Fusion Reactor,,9,Fighter,Crafted,Observed,510.3,1014.9,24984.8,,21748.3,,,,,,,,,,,,,,,,,,,,,,
Part,pmshot0029,Main Reactor,Mark V Fusion Reactor,,9,Fighter,Crafted,Observed,514,1024.2,44820.5,,27450,,,,,,,,,,,,,,,,,,,,,,
Part,pmshot0030,Engine,Mark I Starfighter Engine,,1,,Crafted,Observed,70,140.2,1535.5,1597.5,,57.3,57.3,52.3,65,,,,,,,,,,,,,,,,,,
Part,pmshot0031,Engine,Mark I Starfighter Engine,,1,,Crafted,Observed,70,140.3,1519.1,1536.1,,63.4,63.3,63,47.9,,,,,,,,,,,,,,,,,,
Part,pmshot0032,Engine,Mark I Starfighter Engine,,1,,Crafted,Observed,69.8,139.9,696.2,1319.7,,45.7,45.7,45.7,44.5,,,,,,,,,,,,,,,,,,
Part,pmshot0033,Engine,Mark II Starfighter Engine,,3,,Crafted,Observed,160.5,320.5,1740.5,1425.6,,49,49,49,52.3,,,,,,,,,,,,,,,,,,
Part,pmshot0034,Engine,Mark II Starfighter Engine,,3,,Crafted,Observed,161.1,321.7,2534.5,1613.9,,65.9,65.9,65.4,61.5,,,,,,,,,,,,,,,,,,
Part,pmshot0035,Engine,Mark II Starfighter Engine,,3,,Crafted,Observed,160.8,321.2,3497.5,1677.3,,63,62.9,57.6,77,,,,,,,,,,,,,,,,,,
Part,pmshot0036,Engine,Mark III Starfighter Engine,,5,,Crafted,Observed,297.5,595,6680.2,1781.7,,68.6,68.6,62.5,89,,,,,,,,,,,,,,,,,,
Part,pmshot0037,Engine,Mark III Starfighter Engine,,5,,Crafted,Observed,291.5,583,6793.3,1589.4,,74.3,75.7,75.7,65,,,,,,,,,,,,,,,,,,
Part,pmshot0038,Engine,Mark III Starfighter Engine,,5,,Crafted,Observed,288.3,576.7,4640.2,2156.8,,54.1,54.1,54.1,85.2,,,,,,,,,,,,,,,,,,
Part,pmshot0039,Engine,Mark IV Starfighter Engine,,7,,Crafted,Observed,429.1,858.5,11229,2277.3,,57.6,57.6,57.6,96.5,,,,,,,,,,,,,,,,,,
Part,pmshot0040,Engine,Mark IV Starfighter Engine,,7,,Crafted,Observed,433.8,867.8,14694,1705.8,,80.7,80.7,73.1,89.9,,,,,,,,,,,,,,,,,,
Part,pmshot0041,Engine,Mark IV Starfighter Engine,,7,,Crafted,Observed,435.5,871.2,13322.9,2253.4,,61.1,60.7,60.7,104,,,,,,,,,,,,,,,,,,
Part,pmshot0042,Engine,Mark V Starfighter Engine,,9,Fighter,Crafted,Observed,513.6,1026.2,33292.5,2398.9,,65,65,60.8,120,,,,,,,,,,,,,,,,,,
Part,pmshot0043,Engine,Mark V Starfighter Engine,,9,Fighter,Crafted,Observed,513.4,1025.8,34664.4,1733.6,,84.8,85.2,79.3,82.4,,,,,,,,,,,,,,,,,,
Part,pmshot0044,Engine,Mark V Starfighter Engine,,9,Fighter,Crafted,Observed,515.1,1029.2,26668.6,1921.7,,60.8,60.8,60.8,100.9,,,,,,,,,,,,,,,,,,
Part,pmshot0045,Capacitor,Deepwell Capacitor Prototype Alpha,,1,,Crafted,Observed,35.1,70.4,1055.7,1494.4,,,,,,,,,1006.3,46,,,,,,,,,,,,,
Part,pmshot0046,Capacitor,Deepwell Capacitor Prototype Beta,,3,,Crafted,Observed,81.2,162,2632.6,1570.5,,,,,,,,,1101,49,,,,,,,,,,,,,
Part,pmshot0047,Capacitor,Deepwell Capacitor Prototype Delta,,7,,Crafted,Observed,219,437.3,16435.8,1719.7,,,,,,,,,1412,61,,,,,,,,,,,,,
Part,pmshot0048,Capacitor,Deepwell Capacitor Prototype Epsilon,,9,Fighter,Crafted,Observed,246.9,493.6,40985.9,1793.2,,,,,,,,,1527.1,71,,,,,,,,,,,,,
Part,pmshot0049,Capacitor,Deepwell Capacitor Prototype Epsilon,,9,Fighter,Crafted,Observed,256.6,512.8,41254.2,2092.2,,,,,,,,,1914.5,63.9,,,,,,,,,,,,,
Part,pmshot0050,Capacitor,Deepwell Capacitor Prototype Gamma,,5,,Crafted,Observed,142.4,284.7,6568.3,1643.8,,,,,,,,,1152.2,55,,,,,,,,,,,,,
Part,pmshot0051,Capacitor,Deepwell Capacitor Prototype Gamma,,5,,Crafted,Observed,148.7,297.2,6585,1848.1,,,,,,,,,1701,43.5,,,,,,,,,,,,,
Part,pmshot0052,Capacitor,Mark I Weapons Capacitor,,1,,Crafted,Observed,70.1,140.5,960.2,1060.7,,,,,,,,,649.3,41,,,,,,,,,,,,,
Part,pmshot0053,Capacitor,Mark I Weapons Capacitor,,1,,Crafted,Observed,70.2,140.7,958.7,1160.9,,,,,,,,,974,30,,,,,,,,,,,,,
Part,pmshot0054,Capacitor,Mark I Weapons Capacitor,,1,,Crafted,Observed,69,138.1,812.5,1182.7,,,,,,,,,812.4,27.7,,,,,,,,,,,,,
Part,pmshot0055,Capacitor,Mark I Weapons Capacitor,,1,,Crafted,Observed,69.7,139.8,834.1,935,,,,,,,,,700.7,28.3,,,,,,,,,,,,,
Part,pmshot0056,Capacitor,Mark II Weapons Capacitor,,3,,Crafted,Observed,160.3,320.2,2033.7,1026.4,,,,,,,,,772,32.4,,,,,,,,,,,,,
Part,pmshot0057,Capacitor,Mark II Weapons Capacitor,,3,,Crafted,Observed,160.9,321.3,2404.2,1115,,,,,,,,,720.7,43,,,,,,,,,,,,,
Part,pmshot0058,Capacitor,Mark II Weapons Capacitor,,3,,Crafted,Observed,161.4,322.4,2397.3,1268.7,,,,,,,,,1070.9,33.7,,,,,,,,,,,,,
Part,pmshot0059,Capacitor,Mark III Weapons Capacitor,,5,,Crafted,Observed,296.8,593.7,5992,1374.7,,,,,,,,,1180,37,,,,,,,,,,,,,
Part,pmshot0060,Capacitor,Mark III Weapons Capacitor,,5,,Crafted,Observed,293.4,586.8,5935.3,1166.9,,,,,,,,,729.8,49,,,,,,,,,,,,,
Part,pmshot0061,Capacitor,Mark III Weapons Capacitor,,5,,Crafted,Observed,292.1,584.2,5047,1391.2,,,,,,,,,984.9,34.7,,,,,,,,,,,,,
Part,pmshot0062,Capacitor,Mark III Weapons Capacitor,,5,,Crafted,Observed,289.8,579.6,6116.9,1018.5,,,,,,,,,795.6,37.8,,,,,,,,,,,,,
Part,pmshot0063,Capacitor,Mark IV Weapons Capacitor,,7,,Crafted,Observed,436.8,873.9,14948.9,1220.4,,,,,,,,,889.3,54,,,,,,,,,,,,,
Part,pmshot0064,Capacitor,Mark IV Weapons Capacitor,,7,,Crafted,Observed,430.1,860.4,12561.9,1493.4,,,,,,,,,1142.4,38.6,,,,,,,,,,,,,
